County,Year,Assault,Homicide,Sex Crime,Kidnapping,Robbery,Arson,Burglary,Forgery,Theft,Driving,Drugs,Other
SHERMAN,2002,54.1,0,108.1,0,0,0,162.2,0,108.1,54.1,270.3,54.1
SHERMAN,2003,52.6,0,0,0,0,0,52.6,0,105.3,0,473.7,105.3
SHERMAN,2004,52.6,52.6,52.6,0,0,0,263.2,0,52.6,0,315.8,157.9
SHERMAN,2005,159.6,53.2,106.4,0,53.2,0,0,0,106.4,0,106.4,106.4
SHERMAN,2006,107.2,0,53.6,0,0,53.6,0,53.6,0,0,321.7,53.6
SHERMAN,2007,53.9,53.9,0,0,0,0,0,0,215.6,53.9,970.4,215.6
SHERMAN,2008,0,54.2,0,0,54.2,0,54.2,0,325.2,54.2,704.6,54.2
SHERMAN,2009,0,0,54.6,0,0,0,0,0,218.6,109.3,1748.6,0
SHERMAN,2010,113.3,56.7,0,0,0,0,113.3,0,283.3,226.6,2096.3,170
SHERMAN,2011,0,0,0,0,0,0,56.7,0,226.6,56.7,2323,113.3
SHERMAN,2012,0,0,0,0,0,0,113.3,0,226.6,170,1869.7,56.7
SHERMAN,2013,280.9,0,112.4,0,0,0,0,0,224.7,112.4,1966.3,112.4
TILLAMOOK,1991,36.4,4.5,40.9,0,18.2,4.5,91,4.5,54.6,18.2,77.3,63.7
TILLAMOOK,1992,44.9,4.5,40.4,0,0,0,76.4,27,58.4,85.4,76.4,125.8
TILLAMOOK,1993,39.6,0,61.5,0,8.8,0,74.7,8.8,79.1,114.3,96.7,136.3
TILLAMOOK,1994,56.3,8.7,43.3,0,8.7,8.7,138.5,4.3,77.9,155.8,142.9,160.2
TILLAMOOK,1995,17,4.2,29.7,0,4.2,8.5,38.2,4.2,51,118.9,97.7,191.1
TILLAMOOK,1996,41.8,4.2,54.3,4.2,0,8.4,100.3,8.4,50.1,96.1,146.2,179.6
TILLAMOOK,1997,53.8,0,41.4,4.1,0,4.1,62.1,4.1,29,4.1,128.3,136.5
TILLAMOOK,1998,37.3,0,16.6,4.1,0,0,83,8.3,62.2,16.6,182.5,136.9
TILLAMOOK,1999,53.7,8.3,24.8,4.1,8.3,8.3,70.2,8.3,61.9,33,218.8,156.9
TILLAMOOK,2000,74.1,4.1,57.6,8.2,4.1,4.1,70,8.2,57.6,16.5,259.3,111.1
TILLAMOOK,2001,24.4,8.1,32.5,0,4.1,8.1,61,8.1,48.8,36.6,227.6,93.5
TILLAMOOK,2002,40.7,8.1,36.6,16.3,0,4.1,40.7,0,73.2,16.3,292.7,89.4
TILLAMOOK,2003,20.1,4,20.1,0,8,0,52.2,0,76.3,12,204.8,108.4
TILLAMOOK,2004,36.1,12,32.1,0,4,8,44.1,8,76.2,24,212.4,104.2
TILLAMOOK,2005,47.6,4,31.7,0,4,0,71.4,4,71.4,15.9,309.5,71.4
TILLAMOOK,2006,58.8,0,58.8,0,0,3.9,43.1,3.9,50.9,27.4,470,113.6
TILLAMOOK,2007,19.3,7.7,54.2,3.9,7.7,3.9,42.6,3.9,58,7.7,379.2,73.5
TILLAMOOK,2008,23,0,30.7,3.8,7.7,0,34.5,0,92.1,42.2,199.5,103.6
TILLAMOOK,2009,26.8,3.8,19.1,7.7,0,0,26.8,3.8,49.8,15.3,126.3,88
TILLAMOOK,2010,11.9,7.9,39.6,4,0,4,87.1,7.9,71.3,27.7,174.2,63.3
TILLAMOOK,2011,51.5,4,59.4,0,0,0,63.4,7.9,83.2,19.8,174.2,110.9
TILLAMOOK,2012,19.8,11.9,23.7,4,4,0,39.5,0,63.2,15.8,162,83
TILLAMOOK,2013,15.8,0,31.5,7.9,15.8,0,35.5,3.9,43.4,15.8,252.2,67
UMATILLA,1991,19.9,6.6,41.4,1.7,16.5,3.3,51.3,33.1,76.1,124.1,142.3,69.5
UMATILLA,1992,21,9.7,48.5,1.6,16.2,3.2,89,19.4,97,153.6,103.5,90.6
UMATILLA,1993,12.7,11.1,39.6,1.6,23.7,0,82.3,28.5,87,150.3,99.7,85.4
UMATILLA,1994,21.8,6.2,29.5,3.1,7.8,0,63.7,15.5,93.2,161.6,97.9,99.4
UMATILLA,1995,13.7,6.1,30.5,1.5,10.7,0,45.8,13.7,90.1,97.7,216.8,103.8
UMATILLA,1996,34.7,7.6,30.2,1.5,28.7,1.5,72.5,9.1,72.5,143.5,241.7,136
UMATILLA,1997,34.5,0,40.5,4.5,9,3,54,7.5,91.5,155.9,332.9,138
UMATILLA,1998,51.3,5.9,39.6,2.9,8.8,0,61.5,10.3,98.2,131.9,319.4,197.8
UMATILLA,1999,51.6,8.6,43,1.4,15.8,5.7,85.9,11.5,106,90.2,338,300.7
UMATILLA,2000,66.3,5.6,62.1,1.4,9.9,1.4,69.2,15.5,67.7,33.9,241.4,122.8
UMATILLA,2001,50.8,4.2,36.7,1.4,9.9,2.8,59.2,11.3,87.4,28.2,246.8,62.1
UMATILLA,2002,56.3,9.9,25.4,1.4,5.6,2.8,71.8,8.5,77.5,21.1,462,112.7
UMATILLA,2003,47.8,8.4,35.2,2.8,4.2,1.4,52,7,95.6,42.2,405.1,70.3
UMATILLA,2004,36,11.1,22.1,4.2,9.7,0,73.4,15.2,91.3,30.4,614.5,63.7
UMATILLA,2005,59.4,1.4,37.3,2.8,15.2,2.8,84.3,9.7,84.3,41.4,461.4,70.4
UMATILLA,2006,66.5,5.5,30.5,5.5,4.2,4.2,72,9.7,127.4,31.9,518.1,120.5
UMATILLA,2007,45.7,1.4,18,0,8.3,1.4,51.2,13.8,87.2,24.9,389,76.1
UMATILLA,2008,91.2,9.7,37.3,1.4,19.3,0,70.5,5.5,127.1,22.1,349.5,109.1
UMATILLA,2009,81.5,9.7,29,1.4,11,0,63.5,4.1,95.3,33.1,330,113.2
UMATILLA,2010,48.7,1.3,25,1.3,15.8,0,28.9,2.6,68.4,25,276.3,76.3
UMATILLA,2011,56.2,2.6,20.9,0,13.1,0,32.7,2.6,50.9,15.7,265.1,61.4
UMATILLA,2012,46.7,2.6,13,0,14.3,0,38.9,3.9,85.6,38.9,271,80.4
UMATILLA,2013,47.5,2.6,16.7,2.6,11.6,0,52.6,2.6,91.2,52.6,327.4,138.7
UNION,1991,8.4,4.2,37.6,0,12.5,4.2,121.1,33.4,100.3,45.9,79.4,50.1
UNION,1992,20.8,0,58.2,0,20.8,0,91.4,8.3,95.6,45.7,87.3,95.6
UNION,1993,8.1,4.1,60.9,0,0,0,44.7,16.2,85.3,32.5,89.4,81.2
UNION,1994,28.1,4,28.1,0,4,4,40.2,12.1,68.3,56.3,40.2,48.2
UNION,1995,12.1,8,24.1,0,12.1,4,32.2,8,124.6,72.4,180.9,88.5
UNION,1996,16.1,8,72.4,8,8,8,108.6,4,68.4,48.3,160.9,92.5
UNION,1997,20.1,4,64.4,0,0,4,40.2,12.1,148.9,52.3,177.1,116.7
UNION,1998,20.3,0,52.7,0,0,12.2,109.4,20.3,105.4,52.7,275.6,162.1
UNION,1999,24.4,0,73.2,0,12.2,4.1,73.2,32.5,93.6,24.4,284.8,85.4
UNION,2000,65.2,0,61.1,0,4.1,0,77.4,4.1,81.5,0,272.9,101.8
UNION,2001,48.9,4.1,48.9,4.1,12.2,0,44.8,4.1,93.7,4.1,268.8,73.3
UNION,2002,69.1,0,40.7,0,12.2,4.1,52.8,0,146.3,16.3,304.9,85.4
UNION,2003,16.2,0,77.1,0,4.1,4.1,52.7,4.1,48.7,4.1,296.1,52.7
UNION,2004,28.2,8,36.2,0,8,0,48.3,0,68.4,20.1,293.8,84.5
UNION,2005,28.1,0,32.1,0,4,0,12,0,92.2,8,236.5,36.1
UNION,2006,55.8,0,31.9,0,8,0,47.8,4,31.9,15.9,238.9,39.8
UNION,2007,19.8,0,43.6,0,0,0,47.5,0,83.2,23.8,217.8,51.5
UNION,2008,15.8,3.9,43.4,0,0,0,47.3,7.9,59.1,23.7,98.6,43.4
UNION,2009,31.4,7.9,19.6,0,3.9,3.9,11.8,7.9,47.1,19.6,98.2,31.4
UNION,2010,46.5,0,69.7,0,3.9,0,23.2,0,54.2,19.4,178.2,23.2
UNION,2011,30.8,0,11.6,3.9,3.9,3.9,42.3,0,69.3,69.3,238.7,77
UNION,2012,49.7,0,30.6,3.8,0,3.8,72.6,0,57.3,42,240.7,110.8
UNION,2013,45.6,0,49.4,0,0,0,38,15.2,72.2,30.4,269.7,117.8
WALLOWA,1991,28,0,14,0,0,0,14,0,56,28,42,14
WALLOWA,1992,0,0,13.8,0,0,0,206.9,0,27.6,27.6,55.2,55.2
WALLOWA,1993,13.4,0,67.2,0,13.4,0,53.8,26.9,26.9,26.9,67.2,26.9
WALLOWA,1994,40.2,0,67,0,0,13.4,13.4,0,26.8,80.4,227.9,120.6
WALLOWA,1995,0,0,13.4,0,0,0,40.1,0,53.5,13.4,66.8,80.2
WALLOWA,1996,26.7,13.4,13.4,0,0,0,0,0,66.8,53.5,26.7,26.7
WALLOWA,1997,0,13.4,0,0,0,0,13.4,0,13.4,26.7,40.1,53.5
WALLOWA,1998,0,0,0,0,0,0,68.1,0,54.5,40.9,54.5,54.5
WALLOWA,1999,13.8,0,13.8,0,0,0,13.8,0,41.3,27.5,110.2,0
WALLOWA,2000,13.8,0,27.6,0,0,0,27.6,0,55.2,0,13.8,82.8
WALLOWA,2001,0,14.1,0,0,0,0,28.2,0,42.3,0,112.7,42.3
WALLOWA,2002,28,0,14,0,0,0,69.9,0,97.9,28,42,42
WALLOWA,2003,42,0,14,0,0,0,28,0,42,0,28,42
WALLOWA,2004,14,0,0,0,0,0,69.9,0,42,0,111.9,55.9
WALLOWA,2005,28.1,0,0,0,0,0,14,0,42.1,0,252.5,28.1
WALLOWA,2006,42,14,0,0,0,0,84,0,28,0,140.1,98
WALLOWA,2007,0,0,14,0,0,0,28.1,0,42.1,14,14,28.1
WALLOWA,2008,14.1,0,0,0,0,0,56.2,0,14.1,14.1,56.2,70.3
WALLOWA,2009,28.2,14.1,14.1,0,0,0,56.3,0,0,14.1,28.2,28.2
WALLOWA,2010,14.3,0,14.3,0,0,0,57.1,0,28.6,14.3,57.1,28.6
WALLOWA,2011,57.2,0,0,0,0,0,57.2,0,14.3,0,100.1,42.9
WALLOWA,2012,57,0,14.3,0,0,0,14.3,0,0,14.3,14.3,28.5
WALLOWA,2013,28.4,14.2,0,0,0,0,42.6,0,28.4,0,28.4,42.6
WASCO,1991,9,9,31.5,0,4.5,0,72.1,31.5,130.7,117.2,166.7,31.5
WASCO,1992,22.3,13.4,62.4,0,13.4,0,53.5,49,115.9,249.7,142.7,31.2
WASCO,1993,40.1,4.5,62.4,0,0,4.5,53.5,26.7,75.8,160.4,173.8,124.8
WASCO,1994,30.7,0,43.8,0,4.4,0,30.7,13.1,48.2,241,184,118.3
WASCO,1995,26.1,4.3,39.1,4.3,4.3,0,39.1,13,108.6,304,304,91.2
WASCO,1996,38.8,4.3,34.5,4.3,25.9,0,51.7,17.2,133.7,271.7,288.9,116.4
WASCO,1997,59.9,8.6,42.8,0,17.1,0,42.8,4.3,77,295.1,367.8,162.5
WASCO,1998,72.6,0,47,4.3,8.5,0,81.2,21.4,94,226.4,440,81.2
WASCO,1999,54.9,4.2,29.5,0,16.9,0,50.6,16.9,101.3,219.4,400.8,84.4
WASCO,2000,37.7,4.2,37.7,0,0,4.2,46.1,8.4,54.5,46.1,314.5,58.7
WASCO,2001,41.4,8.3,8.3,0,20.7,0,24.8,0,41.4,24.8,256.7,53.8
WASCO,2002,75.8,21.1,46.3,0,12.6,0,58.9,12.6,54.7,29.5,252.6,42.1
WASCO,2003,89.2,8.5,55.2,0,8.5,4.2,59.4,4.2,101.9,34,246.3,25.5
WASCO,2004,79.5,0,46,0,4.2,0,83.7,0,133.9,54.4,468.6,33.5
WASCO,2005,33.4,4.2,50.1,0,8.4,0,33.4,4.2,79.4,46,355.1,16.7
WASCO,2006,49.9,0,37.4,0,12.5,0,58.2,0,137.1,41.5,324.1,83.1
WASCO,2007,33.2,12.4,58,0,0,4.1,24.9,0,78.8,37.3,368.9,99.5
WASCO,2008,53.8,4.1,37.2,0,4.1,0,57.9,8.3,120,45.5,264.8,29
WASCO,2009,66,4.1,45.4,0,16.5,0,45.4,0,103.2,33,280.6,61.9
WASCO,2010,63.4,0,35.7,0,19.8,0,75.3,0,146.6,23.8,285.3,107
WASCO,2011,39.5,15.8,43.5,0,7.9,4,39.5,4,55.3,43.5,284.6,87
WASCO,2012,94.2,3.9,66.7,0,7.9,0,70.6,0,90.3,62.8,412,82.4
WASCO,2013,54.2,7.8,27.1,3.9,11.6,3.9,62,7.8,65.9,38.7,441.7,77.5
WASHINGTON,1991,13.6,2.4,20.3,1.2,20,1.5,54.4,33.9,84.6,23.3,56.5,48.7
WASHINGTON,1992,13.4,3.8,22.9,1.5,13.9,1.2,56.9,35.7,67.3,22.9,59.5,52.8
WASHINGTON,1993,13.4,4.7,17.9,1.4,12.8,1.4,48.3,32.4,59.7,28.7,63.9,49.9
WASHINGTON,1994,11.3,4.3,20.7,1.6,12.9,0.5,36.9,9.7,60.9,50.6,65.4,51.7
WASHINGTON,1995,13.2,6.2,14,2.6,25.2,0.5,35,7.8,67.5,52.9,81.2,70.8
WASHINGTON,1996,22,2.5,20.5,3.8,20.8,0.5,31.5,4,58.8,54.6,72.1,88.8
WASHINGTON,1997,18.4,3.6,19.6,3.4,12.4,1,25.2,11.6,70,59.1,72.9,134.3
WASHINGTON,1998,23.5,3.3,17.9,2.1,19.7,0.2,28.9,14.1,85.5,71.7,81.3,171.3
WASHINGTON,1999,29.9,3.7,22.2,1.8,14.4,1.1,26.3,22.6,76.3,52.1,108.3,125.9
WASHINGTON,2000,43,2.2,24.9,4.5,14.2,0.7,23.6,20.7,70.8,17.6,117.8,77.7
WASHINGTON,2001,38.6,2,32.7,1.3,13.8,1.3,29.2,17.3,88.9,16,126.8,64.9
WASHINGTON,2002,34.1,1.7,30.7,1.7,15.5,1.1,34.1,17.9,112.9,17.5,133,74.1
WASHINGTON,2003,32.6,1.5,30.7,2.8,13.8,0.4,20.1,8.5,72.2,15.2,96.7,42.5
WASHINGTON,2004,32.5,3.1,39.6,2.9,14.4,0.4,25,15.2,93.9,16.5,118.7,38.9
WASHINGTON,2005,36.1,2.5,34.1,3.5,14.5,0.6,28.8,16.7,97.4,18.4,153.1,45.9
WASHINGTON,2006,45.9,2.8,36.6,0.8,15,0,20.4,12.4,90.7,16,117.7,38.6
WASHINGTON,2007,41.1,2,39.1,1.8,16.8,1,24.7,9.2,81.2,16,124.6,37.4
WASHINGTON,2008,35.4,2.9,30.8,1.5,21.3,0.8,21.5,7.3,74.2,14,104.1,37.9
WASHINGTON,2009,41.4,1.7,34.9,0.8,15.6,0.9,21.2,3.4,57.7,12.5,93.9,36.8
WASHINGTON,2010,34.1,2.3,34.8,2.6,11.3,0.6,21.1,4,58.7,12.4,108.1,39.2
WASHINGTON,2011,31.3,1.7,29.6,0.8,9.9,0.8,20.5,5.2,50.9,15.1,131.4,31
WASHINGTON,2012,35.6,2.2,33.5,0.4,10.9,0.4,19,1.8,51,15.8,143.7,33.2
WASHINGTON,2013,35,1.1,27.6,0.5,10.2,0.4,18.7,4.4,63.2,14.7,169,37.6
WHEELER,1991,0,0,69.4,0,0,0,0,0,0,0,0,0
WHEELER,1992,138.9,0,69.4,0,0,0,0,0,277.8,0,69.4,69.4
WHEELER,1993,0,0,0,0,0,0,133.3,0,66.7,0,0,0
WHEELER,1994,0,0,0,0,0,0,63.7,0,0,63.7,0,0
WHEELER,1995,63.7,0,0,63.7,0,0,63.7,0,63.7,63.7,63.7,127.4
WHEELER,1996,0,0,0,0,0,0,122,0,0,122,61,122
WHEELER,1997,0,0,62.1,0,0,0,186.3,0,124.2,62.1,186.3,0
WHEELER,1998,0,0,0,0,0,0,0,0,0,63.7,0,0
WHEELER,1999,128.2,0,64.1,0,0,0,0,0,64.1,128.2,128.2,128.2
WHEELER,2000,0,0,64.5,0,0,0,0,0,0,0,193.5,129
WHEELER,2001,0,0,64.5,0,0,0,64.5,64.5,0,0,322.6,64.5
WHEELER,2002,0,0,64.5,0,0,0,0,0,0,0,322.6,0
WHEELER,2003,64.5,0,0,0,0,0,0,0,0,0,129,64.5
WHEELER,2004,0,0,0,0,0,0,129,0,64.5,0,64.5,193.5
WHEELER,2005,129,0,0,0,0,0,0,0,0,0,193.5,193.5
WHEELER,2006,127.8,0,63.9,0,0,0,0,0,63.9,0,0,0
WHEELER,2007,0,0,0,0,0,0,0,0,0,0,127.4,191.1
WHEELER,2008,0,0,63.5,0,0,0,0,0,0,0,0,63.5
WHEELER,2009,0,0,0,0,0,0,0,0,0,0,0,0
WHEELER,2010,0,0,0,0,0,0,0,0,69.4,0,0,69.4
WHEELER,2011,0,0,0,0,0,0,0,0,0,0,0,69.7
WHEELER,2012,70.2,0,70.2,0,0,0,70.2,0,0,0,0,0
WHEELER,2013,69.9,0,69.9,0,0,0,69.9,0,0,0,69.9,69.9
YAMHILL,1991,16.2,5.9,31,0,4.4,3,20.7,25.1,53.1,76.7,107.7,36.9
YAMHILL,1992,11.5,5.8,27.3,0,4.3,4.3,31.7,23,60.4,120.9,103.6,40.3
YAMHILL,1993,16.8,1.4,28.1,1.4,1.4,2.8,36.5,28.1,74.4,138.9,133.3,47.7
YAMHILL,1994,15,4.1,47.7,4.1,4.1,1.4,34.1,10.9,73.6,147.2,197.6,51.8
YAMHILL,1995,11.9,5.3,18.4,1.3,4,0,34.3,4,60.6,93.6,180.5,35.6
YAMHILL,1996,19.2,1.3,35.8,1.3,12.8,1.3,33.2,6.4,49.8,81.8,138,40.9
YAMHILL,1997,23.7,5,34.9,0,8.7,2.5,47.4,8.7,82.2,83.5,133.3,42.4
YAMHILL,1998,29.1,8.5,33.9,3.6,8.5,0,25.5,3.6,72.7,101.8,139.4,48.5
YAMHILL,1999,35.7,3.6,39.3,1.2,6,0,31,6,54.8,86.9,121.5,39.3
YAMHILL,2000,40.9,1.2,40.9,7,1.2,1.2,18.7,3.5,79.5,24.6,161.4,44.4
YAMHILL,2001,50.9,1.2,56.7,5.8,3.5,1.2,25.5,4.6,90.3,22,197.9,52.1
YAMHILL,2002,42.3,3.4,64,2.3,1.1,0,24,11.4,117.7,13.7,285.7,64
YAMHILL,2003,43.1,1.1,42,5.7,6.8,1.1,35.2,3.4,99.8,18.2,306.3,43.1
YAMHILL,2004,48.2,2.2,52.7,2.2,2.2,1.1,32.5,10.1,57.2,25.8,348.7,68.4
YAMHILL,2005,34.3,5.5,54.3,3.3,2.2,0,33.2,4.4,74.2,25.5,308.9,79.7
YAMHILL,2006,48,5.5,46.9,5.5,4.4,2.2,19.6,1.1,52.4,31.6,256.3,60
YAMHILL,2007,33.3,2.1,50.5,0,5.4,0,12.9,2.1,58,22.6,185.9,39.7
YAMHILL,2008,53,6.4,57.2,5.3,13.8,1.1,25.4,4.2,62.5,22.3,127.2,51.9
YAMHILL,2009,43,1,49.3,1,10.5,1,18.9,1,67.2,22,169,48.3
YAMHILL,2010,37.2,3,46.3,1,8,0,26.2,0,45.3,18.1,183.1,39.2
YAMHILL,2011,42.1,1,34.1,1,8,1,22,3,45.1,26,220.3,48.1
YAMHILL,2012,28.8,3,30.8,1,8,0,28.8,1,41.8,24.9,202.9,40.8
YAMHILL,2013,19.7,1,28.6,0,6.9,1,17.8,3,59.2,27.6,243.6,32.5
STATE,1991,21.7,5.4,32.7,2.2,20.9,2.3,60.8,30.1,85.2,57.3,170.8,53.2
STATE,1992,22.5,5.3,31.3,1.5,17.9,1.8,58.7,26,75.2,62,169.8,59.5
STATE,1993,21.7,5.5,32.3,1.9,18.1,1.4,49.1,26.9,75.2,53,182.4,56.6
STATE,1994,21.5,5.2,28.2,1.9,15.4,1.6,47.2,16,77.6,61.2,209.9,61.6
STATE,1995,21.6,6,24.9,2.7,18.6,1.5,47.3,12.1,95.3,53.2,253.6,75.4
STATE,1996,25.8,5.8,28.1,2.6,19.5,1.8,45.1,10.8,88.2,58.8,228,74.9
STATE,1997,26.8,4,26,2.4,16.4,1.2,40.9,11.9,84,52.1,234.1,73.5
STATE,1998,32.3,4.4,26.2,2.5,20.5,1.4,43.7,13.9,96.1,59.8,257.8,83.6
STATE,1999,40.5,4.9,30.6,2.3,17.9,1.1,40.5,14.6,83.9,57.7,249.2,75.8
STATE,2000,44.2,3.7,31.9,2.7,16.4,1.2,35.8,13.5,89.3,25.3,263.8,66.6
STATE,2001,45,3.9,33.7,2.2,16.5,1.6,38.1,13.4,104.3,26.2,256.1,59.7
STATE,2002,47,3.9,32.8,2.8,16.4,1.4,40.7,11.8,109.2,23.8,253.9,61.7
STATE,2003,49.4,4.2,34.4,3.2,16.4,1.6,38,7.7,99,22.5,220.4,54.3
STATE,2004,45.3,4,35.5,3.2,16.4,1.4,43,10.6,116.6,23.6,268.3,59.9
STATE,2005,47.3,3.4,33.7,3.1,16.9,1.2,41.7,10.3,123.1,25.3,286.2,65.1
STATE,2006,50.4,4.1,36.2,2.1,15.9,1.2,41.1,8.9,123.5,26.8,277.1,67.7
STATE,2007,50.2,3.4,34,2.1,17.6,1.6,40.7,6.2,111.3,25.8,237.9,59.3
STATE,2008,48.5,3.6,40.3,1.9,17.8,1.2,35.6,5.4,96.2,24.1,191.3,54.7
STATE,2009,47.2,3.4,35.6,2.2,16.8,1.4,33.7,3.9,86.3,20.7,186.6,55.1
STATE,2010,45.3,3.3,38,2,16.3,1.7,35.6,4.4,81.4,21.3,194.9,55.1
STATE,2011,42.1,3.3,32.5,1.4,13.4,1.5,34.3,4.3,72.6,24.6,212.9,55.1
STATE,2012,42.5,2.7,31.5,1.4,15,0.9,35.8,2.6,78.3,26.3,212.9,56.2
STATE,2013,39.7,2.9,27.7,1.3,15.7,1.1,37.3,3.6,84,26.2,220.8,58.5
